Documento,Placeholder,Linha,Contexto,Severidade,Status,Preenchido Com,Data
DEPLOY_STANDARDS.md,[especificar países/IPs se necessário],139,- [ ] IP whitelisting: [especificar países/IPs se necessário],🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],140,- [ ] Rate limiting: 1000 req/min por IP,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],141,- [ ] DDoS protection: Cloud Armor ENABLED,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],142,"- [ ] WAF rules: SQL injection, XSS, RFI, LFI (OWASP 4.0)",🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],143,- [ ] Custom rules: [especificar caso necessário],🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[especificar caso necessário],143,- [ ] Custom rules: [especificar caso necessário],🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],144,- [ ] Geo-restriction: [especificar if needed],🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[especificar if needed],144,- [ ] Geo-restriction: [especificar if needed],🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],164,- [ ] Code review: 2 aprovações mínimo (diferentes pessoas),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],165,- [ ] Manual approval antes de prod: pelo menos 1 approver,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],166,- [ ] Assinatura digital de release notes,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],167,- [ ] CODEOWNERS configured: [lista de owners],🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[lista de owners],167,- [ ] CODEOWNERS configured: [lista de owners],🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],174,"- [ ] Espelho exato de production (GCP project, PostgreSQL version)",🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],175,- [ ] Data: snapshot de produção (anonymized com masking rules),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],176,- [ ] Acesso: VPN restrito + MFA obrigatório,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],177,- [ ] TTL: ambiente automaticamente destruído após 30 dias (cost control),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],178,- [ ] Backup: 7 dias retenção,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],181,- [ ] Isolamento total via project-id isolado (nexus-prod-XXXX),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],182,"- [ ] Disaster recovery plano: RTO 1h, RPO 5min",🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],183,- [ ] Backup: 30 dias retenção (verificado mensalmente),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],184,- [ ] Restore drills: realizado mensalmente (1º dia do mês),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],185,- [ ] Documentação: [link para runbooks],🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],192,"- [ ] Cloud Audit Logs: todas as alterações (Admin Activity, Data Access)",🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],193,"- [ ] Application Logs: cada request HTTP (request ID, user ID, endpoint, status",🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],194,"- [ ] Access Logs: database connections, API calls, secret access",🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],195,"- [ ] Audit logs: deletions, permission changes, config changes",🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],196,- [ ] Retention: 1 ano mínimo (armazenado em Cloud Storage para compliance),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],197,- [ ] Log integrity: imutabilidade habilitada (GCS versioning),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],200,- [ ] **LGPD (Brasil):**,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],201,- [ ] Dados PII encrypted em repouso,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],202,- [ ] Direito de exclusão implementado (delete user endpoint),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],203,- [ ] Consentimento documentado e auditável,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],204,- [ ] Data processing agreement: [link],🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],206,- [ ] **GDPR:**,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],207,"- [ ] Consentimento explícito (cookie banner, explicit consent)",🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],208,- [ ] Direito ao esquecimento (GDPR Art. 17),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],209,- [ ] Data Subject Access Request (DSAR): processado em <30 dias,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],210,- [ ] Privacy by design: implemented,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],211,- [ ] DPA: signed with cloud provider,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],213,- [ ] **SOC 2 Type II readiness:**,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],214,"- [ ] Acesso controlado (rbac, mfa)",🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],215,- [ ] Monitoramento e alertas,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],216,- [ ] Incident response plan,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],217,- [ ] Backup & disaster recovery testado,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],219,- [ ] **PCI DSS (se aplicável):**,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],220,- [ ] Tokenização de pagamentos obrigatória,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],221,- [ ] Nunca armazenar CVV ou dados de cartão,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],222,- [ ] Conformidade validada por third-party,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],225,- [ ] Scanning mensal de vulnerabilidades (automated),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],226,- [ ] Patches críticas: aplicadas em 48h,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],227,- [ ] Patches de segurança: aplicadas em 1 semana,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],228,- [ ] Penetration testing: anual (terceiros independentes),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],229,- [ ] Bug bounty program: ativo (Bugcrowd/HackerOne),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],230,- [ ] Disclosure policy: published,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],237,- [ ] PostgreSQL RDS criado + testado,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],238,- [ ] VPC security groups configurados (tested ingress/egress),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],239,"- [ ] Clerk auth setup completo (MFA, session timeout, email verification)",🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],240,- [ ] Cloud Run service deployment testado,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],241,- [ ] Load balancer + SSL configurado,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],242,- [ ] VPC Connector criado e testado,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],243,- [ ] CI/CD pipeline executando com sucesso,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],244,- [ ] Monitoring alerts ativos e testados,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],245,- [ ] Logging pipeline funcionando,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],248,- [ ] Scan de segurança PASSED (0 HIGH/CRITICAL vulnerabilities),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],249,"- [ ] Secrets não expostas (git-secrets check, git history clean)",🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],250,- [ ] CORS policies configuradas corretamente (whitelist domains only),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],251,- [ ] CSRF tokens habilitados,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],252,- [ ] Content Security Policy header: configured,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],253,- [ ] SQL injection protection: parameterized queries only,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],254,- [ ] XSS protection: input validation + output encoding,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],257,- [ ] Load testing realizado (1000 concurrent users),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],258,- [ ] Test duration: 10 minutes,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],259,- [ ] Results: [link to report],🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],260,- [ ] Latência P95: <500ms,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],261,- [ ] P99: <2s,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],262,- [ ] Error rate: <0.1%,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],263,"- [ ] Database queries otimizadas (index analysis, explain plans)",🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],264,- [ ] Connection pool tuned,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],265,"- [ ] Cache strategy implementado (Redis, if needed)",🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],268,- [ ] Privacy policy publicada e atualizada,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],269,- [ ] Terms of service review completo,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],270,- [ ] Data retention policy documentada,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],271,- [ ] Audit logging funcionando,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],272,- [ ] User consent tracking implementado,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],273,- [ ] Right to deletion flow testado,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],274,- [ ] Data export feature testado,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],281,- [ ] Error rate >5% por 5 minutos consecutivos,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],282,- [ ] Latência P95 >2s por 10 minutos consecutivos,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],283,- [ ] Database connection failures (não consegue conectar),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],284,- [ ] Out of memory errors,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],285,- [ ] Critical service unavailable,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],288,1. [ ] Pause canary deployment (em Cloud Run console),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],289,2. [ ] Revert service to previous revision (tag: previous),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],290,3. [ ] Notify team via PagerDuty,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],291,"4. [ ] Validate rollback (health checks, smoke tests)",🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],292,5. [ ] Communicate via status.nexus.app,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],293,6. [ ] Root cause analysis (post-mortem dentro de 24h),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],296,- [ ] Rollback runbook: [link],🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],297,- [ ] Team trained: [date],🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[ ],298,"- [ ] Rollback test realizado: [date], tempo de rollback: [XX min]",🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[XX min],298,"- [ ] Rollback test realizado: [date], tempo de rollback: [XX min]",🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[GCP Cloud Run Best Practices],326,- [GCP Cloud Run Best Practices](https://cloud.google.com/run/docs/quickstarts/b,🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[PostgreSQL Security],327,- [PostgreSQL Security](https://www.postgresql.org/docs/current/sql-syntax.html),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[OWASP Top 10],328,- [OWASP Top 10](https://owasp.org/www-project-top-ten/),🟢 MÉDIO,⏳ Pendente,,
DEPLOY_STANDARDS.md,[NIST Cybersecurity Framework],329,- [NIST Cybersecurity Framework](https://www.nist.gov/cyberframework),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[SIGN-OFF OBRIGATÓRIO],10,### 1.1 LEGAL & COMPLIANCE [SIGN-OFF OBRIGATÓRIO],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],13,- [ ] **Privacy Policy**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],14,- [ ] Publicada em: `nexus.app/privacy`,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],15,- [ ] LGPD compliant (Art. 5 a 14),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],16,"- [ ] GDPR compliant (GDPR Art. 13, 14)",🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],17,"- [ ] CCPA compliant (Califórnia, if applicable)",🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],18,"- [ ] Menciona: coleta de dados, uso, retenção, direitos do usuário",🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],19,- [ ] Aprovado por: [Legal team],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[Legal team],19,- [ ] Aprovado por: [Legal team],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],20,- [ ] Data assinatura: ________ | Signature: ________,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],22,- [ ] **Terms of Service**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],23,- [ ] Published URL: `nexus.app/terms`,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],24,- [ ] Limitation of liability clauses,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],25,- [ ] Governing law: Brazilian law (Lei Geral de Proteção de Dados),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],26,- [ ] Dispute resolution: arbitration clause,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],27,- [ ] Data retention policy linked,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],28,- [ ] Revisão por: [Legal team],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[Legal team],28,- [ ] Revisão por: [Legal team],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],29,- [ ] Data: ________,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],31,- [ ] **Data Retention Policy**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],32,- [ ] Retention periods por data type:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],33,- [ ] User account: até deleção + 30 dias,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],34,- [ ] Logs: 1 ano,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],35,- [ ] Backups: 30 dias,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],36,- [ ] Analytics: 12 meses,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],37,"- [ ] Session tokens: 8h (mobile), 30min (web)",🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],38,- [ ] Right to deletion implementado (GDPR Art. 17),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],39,- [ ] User data export feature: testado,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],40,- [ ] Published in: Privacy Policy,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],42,- [ ] **Support & Contacts**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],43,- [ ] Privacy contact: `privacy@nexus.app` (monitored 24/7),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],44,- [ ] Support email: `support@nexus.app` (response SLA: <24h),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],45,- [ ] Contact form: funcional e testado,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],46,- [ ] Response procedure: [template],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[template],46,- [ ] Response procedure: [template],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],47,- [ ] Escalation path: [documented],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[documented],47,- [ ] Escalation path: [documented],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],49,- [ ] **Compliance Insurance**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],50,- [ ] E&O insurance: $XXX coverage (minimum $1M),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],51,- [ ] Cyber liability: $XXX coverage (minimum $500K),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],52,- [ ] Certificate uploaded to: [internal location],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[internal location],52,- [ ] Certificate uploaded to: [internal location],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],53,- [ ] Policy expires: [date],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],54,- [ ] Renewal reminder: [set date - 90 days before],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[set date - 90 days before],54,- [ ] Renewal reminder: [set date - 90 days before],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],60,- [ ] **Release Notes**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],61,- [ ] Features descritas: [list 5-10 main features],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[list 5-10 main features],61,- [ ] Features descritas: [list 5-10 main features],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],62,- [ ] Bug fixes documentados: [list critical fixes],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[list critical fixes],62,- [ ] Bug fixes documentados: [list critical fixes],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],63,- [ ] Known issues listados: [specify if any],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[specify if any],63,- [ ] Known issues listados: [specify if any],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],64,- [ ] Breaking changes: none (ou documentados),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],65,- [ ] Formato: English + Portuguese,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],66,- [ ] Published: GitHub releases + app footer,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],68,- [ ] **Changelog**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],69,- [ ] Format: [Keep a Changelog](https://keepachangelog.com) standard,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[Keep a Changelog],69,- [ ] Format: [Keep a Changelog](https://keepachangelog.com) standard,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],70,- [ ] Versions: Semantic versioning (1.0.0),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],71,- [ ] Published: GitHub releases + `nexus.app/changelog`,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],72,- [ ] Linked in: app footer + settings page,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],74,- [ ] **Feature Flags & Kill Switches**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],75,- [ ] Admin UI: Firebase console accessible,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],76,- [ ] Gradual rollout: configured 0% → 25% → 50% → 75% → 100%,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],77,- [ ] Kill switches: ready (emergency shutdown),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],78,- [ ] Testing: completed (flag toggle tested),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],79,- [ ] Documentation: [link to runbook],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],81,- [ ] **Known Issues Document**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],82,- [ ] Published to: `support.nexus.app/known-issues`,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],83,- [ ] No critical severity items,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],84,- [ ] Workarounds provided,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],85,- [ ] ETA for fixes: [specify dates],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[specify dates],85,- [ ] ETA for fixes: [specify dates],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],86,- [ ] Updated: [date],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],88,- [ ] **FAQ & Documentation**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],89,- [ ] Top 20 questions answered: [document link],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],90,- [ ] Video tutorials: 3-5 min each [links listed],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],91,- [ ] Getting started guide: [link],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],92,- [ ] Troubleshooting guide: [link],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],93,- [ ] API documentation: [link - if applicable],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],94,- [ ] All in: English + Portuguese,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],103,- [ ] Database criado (us-central1 ou region-appropriate),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],104,- [ ] Instance class: [specify tier],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[specify tier],104,- [ ] Instance class: [specify tier],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],105,- [ ] Storage: [specify GB],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[specify GB],105,- [ ] Storage: [specify GB],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],106,- [ ] Backup window: 02:00-03:00 UTC,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],108,- [ ] Backup automático: verificado,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],109,- [ ] Retenção: 30 dias,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],110,- [ ] Export to Cloud Storage: configured,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],111,- [ ] Cross-region replication: enabled (if critical),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],112,- [ ] Tested restore: ✅ Success,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],113,- [ ] Restore time documented: [XX min],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[XX min],113,- [ ] Restore time documented: [XX min],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],115,- [ ] WAL archiving: ativo,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],116,- [ ] Retention: 7 dias,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],117,- [ ] Tested restore from WAL: ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],118,- [ ] RTO validated: <1 hour,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],120,- [ ] Performance baseline documented:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],121,- [ ] Connections: 20 (app tier),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],122,"- [ ] Connection pool: pgBouncer em app tier, 5 connections",🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],123,- [ ] Query performance: P95 < 200ms,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],124,- [ ] Index analysis: DONE (explain plans reviewed),🟢 MÉDIO,⏳ Pendente,,
